,index,md5hash,fitzpatrick,label,nine_partition_label,three_partition_label,qc,url,url_alphanum,low,mid,high,hasher,image_path
4179,4180,22954dc55a604abca986d0bda8981d88,1,lymphangioma,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/L/lymphangioma/lymphangioma39.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlymphangiomalymphangioma39jpg.jpg,54,0,0,22954dc55a604abca986d0bda8981d88,https://www.dermaamin.com/site/images/clinical-pic/L/lymphangioma/lymphangioma39.jpg
11473,11474,c24bf40a5beba109c004bae3383a8736,3,eczema,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/eczema_eyelids/eczema_eyelids7.jpg,httpwwwdermaamincomsiteimagesclinicalpiceeczemaeyelidseczemaeyelids7jpg.jpg,22,4,2,c24bf40a5beba109c004bae3383a8736,https://www.dermaamin.com/site/images/clinical-pic/e/eczema_eyelids/eczema_eyelids7.jpg
15462,11916,5532bbc902f5d50f6f8a972016bcf04f,3,basal cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=735,httpwwwatlasdermatologicocombrimgimageId735.jpg,8,7,1,5532bbc902f5d50f6f8a972016bcf04f,http://atlasdermatologico.com.br/img?imageId=735
5861,5862,fd0b83344c80b635810b6d85ea32ff51,1,scleroderma,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/m/morphea/morphea21.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmorpheamorphea21jpg.jpg,93,4,2,fd0b83344c80b635810b6d85ea32ff51,https://www.dermaamin.com/site/images/clinical-pic/m/morphea/morphea21.jpg
15034,10164,e9374d394a4ac37b376e1ed2fbd51560,3,photodermatoses,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5437,httpwwwatlasdermatologicocombrimgimageId5437.jpg,75,4,2,e9374d394a4ac37b376e1ed2fbd51560,http://atlasdermatologico.com.br/img?imageId=5437
8715,8716,599c0631fb1503fd1ca84072a89d000a,4,hidradenitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/h/hidradenitis_suppurativa/hidradenitis_suppurativa27.jpg,httpwwwdermaamincomsiteimagesclinicalpichhidradenitissuppurativahidradenitissuppurativa27jpg.jpg,38,4,2,599c0631fb1503fd1ca84072a89d000a,https://www.dermaamin.com/site/images/clinical-pic/h/hidradenitis_suppurativa/hidradenitis_suppurativa27.jpg
6309,6310,6f14b7d091a6e0108b1b5d8ecc8e9d07,3,halo nevus,benign melanocyte,benign,,https://www.dermaamin.com/site/images/clinical-pic/h/halo_naevus/halo_naevus13.jpg,httpwwwdermaamincomsiteimagesclinicalpichhalonaevushalonaevus13jpg.jpg,37,2,0,6f14b7d091a6e0108b1b5d8ecc8e9d07,https://www.dermaamin.com/site/images/clinical-pic/h/halo_naevus/halo_naevus13.jpg
1489,1489,9d892dc73b2679e167217b3c0ac692d8,2,rhinophyma,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/r/rhinophyma/rhinophyma69.jpg,httpwwwdermaamincomsiteimagesclinicalpicrrhinophymarhinophyma69jpg.jpg,89,4,2,9d892dc73b2679e167217b3c0ac692d8,https://www.dermaamin.com/site/images/clinical-pic/r/rhinophyma/rhinophyma69.jpg
16239,15274,4e19d87a5a9619efe9048be75db32d04,3,neutrophilic dermatoses,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6927,httpwwwatlasdermatologicocombrimgimageId6927.jpg,68,4,2,4e19d87a5a9619efe9048be75db32d04,http://atlasdermatologico.com.br/img?imageId=6927
3168,3169,4ee42381a60d54eac66755d7d986fb05,1,mucous cyst,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/m/mucocele/mucocele6.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmucocelemucocele6jpg.jpg,59,0,0,4ee42381a60d54eac66755d7d986fb05,https://www.dermaamin.com/site/images/clinical-pic/m/mucocele/mucocele6.jpg
3431,3432,f77b86fd77038d90a20865c742e5b29b,1,dermatomyositis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatomyositis/dermatomyositis147.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatomyositisdermatomyositis147jpg.jpg,17,4,2,f77b86fd77038d90a20865c742e5b29b,https://www.dermaamin.com/site/images/clinical-pic/d/dermatomyositis/dermatomyositis147.jpg
1526,1526,103fdf58eafc03d3a04ab53ec21b3f73,3,rhinophyma,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/r/rhinophyma/rhinophyma73.jpg,httpwwwdermaamincomsiteimagesclinicalpicrrhinophymarhinophyma73jpg.jpg,89,4,2,103fdf58eafc03d3a04ab53ec21b3f73,https://www.dermaamin.com/site/images/clinical-pic/r/rhinophyma/rhinophyma73.jpg
2815,2816,41b0ea8af67eaa5650c8a9606379094d,5,striae,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/striae-distensae/striae-distensae57.jpg,httpwwwdermaamincomsiteimagesclinicalpicsstriaedistensaestriaedistensae57jpg.jpg,101,4,2,41b0ea8af67eaa5650c8a9606379094d,https://www.dermaamin.com/site/images/clinical-pic/s/striae-distensae/striae-distensae57.jpg
16035,14433,1a7802a191dbb6684148727b4b239fd9,2,papilomatosis confluentes and reticulate,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5048,httpwwwatlasdermatologicocombrimgimageId5048.jpg,71,4,2,1a7802a191dbb6684148727b4b239fd9,http://atlasdermatologico.com.br/img?imageId=5048
1169,1169,0ef0d6fa3124b76205a8d514b22fafaa,3,basal cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinoma/basal_cell_carcinoma64.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbasalcellcarcinomabasalcellcarcinoma64jpg.jpg,8,7,1,0ef0d6fa3124b76205a8d514b22fafaa,https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinoma/basal_cell_carcinoma64.jpg
9676,9677,14d4da684dca4a7985baf74fce3d1d6f,2,incontinentia pigmenti,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/I/incontinentia_pigmenti/incontinentia_pigmenti16.jpg,httpwwwdermaamincomsiteimagesclinicalpicIincontinentiapigmentiincontinentiapigmenti16jpg.jpg,40,3,2,14d4da684dca4a7985baf74fce3d1d6f,https://www.dermaamin.com/site/images/clinical-pic/I/incontinentia_pigmenti/incontinentia_pigmenti16.jpg
12894,902,b33df4d9395a2ece47ffb0df1fda85ee,4,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6259,httpwwwatlasdermatologicocombrimgimageId6259.jpg,86,4,2,b33df4d9395a2ece47ffb0df1fda85ee,http://atlasdermatologico.com.br/img?imageId=6259
553,553,27d529ba78d60e5dea38e298d319377b,4,photodermatoses,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/phytophotodermatitis/phytophotodermatitis48.jpg,httpwwwdermaamincomsiteimagesclinicalpicpphytophotodermatitisphytophotodermatitis48jpg.jpg,75,4,2,27d529ba78d60e5dea38e298d319377b,https://www.dermaamin.com/site/images/clinical-pic/p/phytophotodermatitis/phytophotodermatitis48.jpg
9727,9728,8f98f1357540a040012208a0f13a726d,2,allergic contact dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/c/chromate_dermatitis/chromate_dermatitis1.jpg,httpwwwdermaamincomsiteimagesclinicalpiccchromatedermatitischromatedermatitis1jpg.jpg,6,4,2,8f98f1357540a040012208a0f13a726d,https://www.dermaamin.com/site/images/clinical-pic/c/chromate_dermatitis/chromate_dermatitis1.jpg
6039,6040,7e6acee930eae06cada2d34bd0d55316,1,mucinosis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/f/follicular-mucinosis/follicular-mucinosis19.jpg,httpwwwdermaamincomsiteimagesclinicalpicffollicularmucinosisfollicularmucinosis19jpg.jpg,58,4,2,7e6acee930eae06cada2d34bd0d55316,https://www.dermaamin.com/site/images/clinical-pic/f/follicular-mucinosis/follicular-mucinosis19.jpg
9237,9238,14e515ce4e6e3bd365ab1b3f66a8a1fb,2,sarcoidosis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/sarcoidosis/sarcoidosis137.jpg,httpwwwdermaamincomsiteimagesclinicalpicssarcoidosissarcoidosis137jpg.jpg,91,4,2,14e515ce4e6e3bd365ab1b3f66a8a1fb,https://www.dermaamin.com/site/images/clinical-pic/s/sarcoidosis/sarcoidosis137.jpg
10692,10693,553aea0cec872ee5acfd991c68ade9dd,3,scabies,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/n/norwegian_scabies/norwegian_scabies45.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnorwegianscabiesnorwegianscabies45jpg.jpg,92,4,2,553aea0cec872ee5acfd991c68ade9dd,https://www.dermaamin.com/site/images/clinical-pic/n/norwegian_scabies/norwegian_scabies45.jpg
15955,14042,404a76064925e018788fab882016140f,4,behcets disease,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=768,httpwwwatlasdermatologicocombrimgimageId768.jpg,11,4,2,404a76064925e018788fab882016140f,http://atlasdermatologico.com.br/img?imageId=768
9050,9051,f0d1f6558418d5bc29c726a309dfae42,1,keloid,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/k/kekoid/kekoid132.jpg,httpwwwdermaamincomsiteimagesclinicalpickkekoidkekoid132jpg.jpg,43,4,2,f0d1f6558418d5bc29c726a309dfae42,https://www.dermaamin.com/site/images/clinical-pic/k/kekoid/kekoid132.jpg
10213,10214,a23aa29d7b4f28a00d606ee80f08cf7e,2,disseminated actinic porokeratosis,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/d/disseminated_superficial_actinic_porokeratosis/disseminated_superficial_actinic_porokeratosis14.jpg,httpwwwdermaamincomsiteimagesclinicalpicddisseminatedsuperficialactinicporokeratosisdisseminatedsuperficialactinicporokeratosis14jpg.jpg,18,1,0,a23aa29d7b4f28a00d606ee80f08cf7e,https://www.dermaamin.com/site/images/clinical-pic/d/disseminated_superficial_actinic_porokeratosis/disseminated_superficial_actinic_porokeratosis14.jpg
14951,9779,e38dca5f81f4a14dd13a567fc12db728,3,squamous cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=3003,httpwwwatlasdermatologicocombrimgimageId3003.jpg,98,7,1,e38dca5f81f4a14dd13a567fc12db728,http://atlasdermatologico.com.br/img?imageId=3003
2670,2671,8742f7e60bca6dab2049c2e2cafa2edd,3,lyme disease,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/lyme-disease/lyme-disease13.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlymediseaselymedisease13jpg.jpg,53,4,2,8742f7e60bca6dab2049c2e2cafa2edd,https://www.dermaamin.com/site/images/clinical-pic/L/lyme-disease/lyme-disease13.jpg
12519,12522,6e620c3a29ad45715a16799d26589be3,3,squamous cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/s/squamous-cell-carcinoma/squamous-cell-carcinoma81.jpg,httpwwwdermaamincomsiteimagesclinicalpicssquamouscellcarcinomasquamouscellcarcinoma81jpg.jpg,98,7,1,6e620c3a29ad45715a16799d26589be3,https://www.dermaamin.com/site/images/clinical-pic/s/squamous-cell-carcinoma/squamous-cell-carcinoma81.jpg
2068,2069,cccc3f58380836361e94814c3ce1e520,3,urticaria pigmentosa,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/u/urticaria-pigmentosa/urticaria-pigmentosa3.jpg,httpwwwdermaamincomsiteimagesclinicalpicuurticariapigmentosaurticariapigmentosa3jpg.jpg,110,4,2,cccc3f58380836361e94814c3ce1e520,https://www.dermaamin.com/site/images/clinical-pic/u/urticaria-pigmentosa/urticaria-pigmentosa3.jpg
1226,1226,c4cb4ce7edc6233ee2edb36976da6685,1,scabies,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/n/norwegian_scabies/norwegian_scabies47.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnorwegianscabiesnorwegianscabies47jpg.jpg,92,4,2,c4cb4ce7edc6233ee2edb36976da6685,https://www.dermaamin.com/site/images/clinical-pic/n/norwegian_scabies/norwegian_scabies47.jpg
7157,7158,6d974af440d91930dee9e6a76a390e56,4,scabies,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/scabies/scabies26.jpg,httpwwwdermaamincomsiteimagesclinicalpicsscabiesscabies26jpg.jpg,92,4,2,6d974af440d91930dee9e6a76a390e56,https://www.dermaamin.com/site/images/clinical-pic/s/scabies/scabies26.jpg
1469,1469,b222feca6ef56a50502589690b14cb1a,1,melanoma,malignant melanoma,malignant,,https://www.dermaamin.com/site/images/clinical-pic/m/melanoma/melanoma60.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmelanomamelanoma60jpg.jpg,56,8,1,b222feca6ef56a50502589690b14cb1a,https://www.dermaamin.com/site/images/clinical-pic/m/melanoma/melanoma60.jpg
6811,6812,1be1d2f398ddc73ec7f7540f255f0964,4,folliculitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/f/folliculitis/folliculitis39.jpg,httpwwwdermaamincomsiteimagesclinicalpicffolliculitisfolliculitis39jpg.jpg,32,4,2,1be1d2f398ddc73ec7f7540f255f0964,https://www.dermaamin.com/site/images/clinical-pic/f/folliculitis/folliculitis39.jpg
12190,12193,95c5799418105a41e8779592a8ba87ba,2,milia,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/m/miliaria/miliaria2.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmiliariamiliaria2jpg.jpg,57,1,0,95c5799418105a41e8779592a8ba87ba,https://www.dermaamin.com/site/images/clinical-pic/m/miliaria/miliaria2.jpg
2321,2322,9954afd27ce8e5cf2f46133be296107d,5,squamous cell carcinoma,malignant epidermal,malignant,1 Diagnostic,https://www.dermaamin.com/site/images/clinical-pic/c/carcinome_spinocellulaire/carcinome_spinocellulaire24.jpg,httpwwwdermaamincomsiteimagesclinicalpicccarcinomespinocellulairecarcinomespinocellulaire24jpg.jpg,98,7,1,9954afd27ce8e5cf2f46133be296107d,https://www.dermaamin.com/site/images/clinical-pic/c/carcinome_spinocellulaire/carcinome_spinocellulaire24.jpg
1448,1448,e67b930ae640f110d216563f46404c06,2,solid cystic basal cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/s/solid-cysticbasalcell-carcinoma/solid-cysticbasalcell-carcinoma20.jpg,httpwwwdermaamincomsiteimagesclinicalpicssolidcysticbasalcellcarcinomasolidcysticbasalcellcarcinoma20jpg.jpg,97,7,1,e67b930ae640f110d216563f46404c06,https://www.dermaamin.com/site/images/clinical-pic/s/solid-cysticbasalcell-carcinoma/solid-cysticbasalcell-carcinoma20.jpg
9680,9681,93b03f4227a3418b92326eed8cc83e45,4,pilar cyst,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/e/epidermal_cyst/epidermal_cyst22.jpg,httpwwwdermaamincomsiteimagesclinicalpiceepidermalcystepidermalcyst22jpg.jpg,76,0,0,93b03f4227a3418b92326eed8cc83e45,https://www.dermaamin.com/site/images/clinical-pic/e/epidermal_cyst/epidermal_cyst22.jpg
4880,4881,a0da99a3d78ac1a48a2bf1fe663c983d,2,dermatomyositis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/d/dermatomyositis/dermatomyositis71.jpg,httpwwwdermaamincomsiteimagesclinicalpicddermatomyositisdermatomyositis71jpg.jpg,17,4,2,a0da99a3d78ac1a48a2bf1fe663c983d,https://www.dermaamin.com/site/images/clinical-pic/d/dermatomyositis/dermatomyositis71.jpg
15298,11289,a9789ebba82857c54345e95b0f1a5694,3,squamous cell carcinoma,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=6774,httpwwwatlasdermatologicocombrimgimageId6774.jpg,98,7,1,a9789ebba82857c54345e95b0f1a5694,http://atlasdermatologico.com.br/img?imageId=6774
3840,3841,825684dc008574e2d7c50ca4ae11b27e,-1,squamous cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/k/keratoacanthoma/keratoacanthoma113.jpg,httpwwwdermaamincomsiteimagesclinicalpickkeratoacanthomakeratoacanthoma113jpg.jpg,98,7,1,825684dc008574e2d7c50ca4ae11b27e,https://www.dermaamin.com/site/images/clinical-pic/k/keratoacanthoma/keratoacanthoma113.jpg
1131,1131,f932e95122592fa66d3ff7b30028908d,1,allergic contact dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/allergic_contact_dermatitis/allergic_contact_dermatitis44.jpg,httpwwwdermaamincomsiteimagesclinicalpicaallergiccontactdermatitisallergiccontactdermatitis44jpg.jpg,6,4,2,f932e95122592fa66d3ff7b30028908d,https://www.dermaamin.com/site/images/clinical-pic/a/allergic_contact_dermatitis/allergic_contact_dermatitis44.jpg
4944,4945,bedab7ff5d78505e993b8fe9f11ebfab,1,lichen planus,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus/lichen_planus69.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlichenplanuslichenplanus69jpg.jpg,48,4,2,bedab7ff5d78505e993b8fe9f11ebfab,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus/lichen_planus69.jpg
9581,9582,38e648e019edd96025c8c95c34094dcf,3,ehlers danlos syndrome,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/ehlers_danlos_syndrome/ehlers_danlos_syndrome33.jpg,httpwwwdermaamincomsiteimagesclinicalpiceehlersdanlossyndromeehlersdanlossyndrome33jpg.jpg,23,3,2,38e648e019edd96025c8c95c34094dcf,https://www.dermaamin.com/site/images/clinical-pic/e/ehlers_danlos_syndrome/ehlers_danlos_syndrome33.jpg
3919,3920,1e88430bd7f6efcb4d7c77d1c541a186,2,acne,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/acne_comedonal/acne_comedonal14.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnecomedonalacnecomedonal14jpg.jpg,1,4,2,1e88430bd7f6efcb4d7c77d1c541a186,https://www.dermaamin.com/site/images/clinical-pic/a/acne_comedonal/acne_comedonal14.jpg
3151,3152,fef793fb8381b6f9b37dd869dc5f3452,2,lupus erythematosus,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/lupus_erythematosus_systemic/lupus_erythematosus_systemic9.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlupuserythematosussystemiclupuserythematosussystemic9jpg.jpg,51,4,2,fef793fb8381b6f9b37dd869dc5f3452,https://www.dermaamin.com/site/images/clinical-pic/L/lupus_erythematosus_systemic/lupus_erythematosus_systemic9.jpg
11994,11996,fd31bd05ffbb1f02e9437fe5d50f59c6,2,acne vulgaris,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris82.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris82jpg.jpg,2,4,2,fd31bd05ffbb1f02e9437fe5d50f59c6,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris82.jpg
11527,11528,a0a223a633e059ffd1ce089274f101a0,2,solid cystic basal cell carcinoma,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/s/solid-cysticbasalcell-carcinoma/solid-cysticbasalcell-carcinoma16.jpg,httpwwwdermaamincomsiteimagesclinicalpicssolidcysticbasalcellcarcinomasolidcysticbasalcellcarcinoma16jpg.jpg,97,7,1,a0a223a633e059ffd1ce089274f101a0,https://www.dermaamin.com/site/images/clinical-pic/s/solid-cysticbasalcell-carcinoma/solid-cysticbasalcell-carcinoma16.jpg
13112,1808,339d21e178104dd6280e1ac6d354a695,4,melanoma,malignant melanoma,malignant,,http://atlasdermatologico.com.br/img?imageId=4289,httpwwwatlasdermatologicocombrimgimageId4289.jpg,56,8,1,339d21e178104dd6280e1ac6d354a695,http://atlasdermatologico.com.br/img?imageId=4289
14424,7560,2152c7fbfb77f88322ec31b5239dcd53,2,psoriasis,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6317,httpwwwatlasdermatologicocombrimgimageId6317.jpg,86,4,2,2152c7fbfb77f88322ec31b5239dcd53,http://atlasdermatologico.com.br/img?imageId=6317
15138,10668,ba3f8132baa3a358b14ddd58b4db3aa5,3,nematode infection,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3243,httpwwwatlasdermatologicocombrimgimageId3243.jpg,64,4,2,ba3f8132baa3a358b14ddd58b4db3aa5,http://atlasdermatologico.com.br/img?imageId=3243
12417,12420,3e55320fb47f32560e3190c0f6199890,2,incontinentia pigmenti,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/I/incontinentia_pigmenti/incontinentia_pigmenti72.jpg,httpwwwdermaamincomsiteimagesclinicalpicIincontinentiapigmentiincontinentiapigmenti72jpg.jpg,40,3,2,3e55320fb47f32560e3190c0f6199890,https://www.dermaamin.com/site/images/clinical-pic/I/incontinentia_pigmenti/incontinentia_pigmenti72.jpg
4752,4753,807599a20c498561a3e9ff581dfc93f1,2,lupus subacute,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/m/mixedc-onnective-tissue-disease/mixedc-onnective-tissue-disease12.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmixedconnectivetissuediseasemixedconnectivetissuedisease12jpg.jpg,52,4,2,807599a20c498561a3e9ff581dfc93f1,https://www.dermaamin.com/site/images/clinical-pic/m/mixedc-onnective-tissue-disease/mixedc-onnective-tissue-disease12.jpg
1533,1533,1c32a94386a911fe422227c7d8608fa6,4,sarcoidosis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/sarcoidosis/sarcoidosis3.jpg,httpwwwdermaamincomsiteimagesclinicalpicssarcoidosissarcoidosis3jpg.jpg,91,4,2,1c32a94386a911fe422227c7d8608fa6,https://www.dermaamin.com/site/images/clinical-pic/s/sarcoidosis/sarcoidosis3.jpg
12130,12132,d3e6ca768ec6ea313f6cc5f9725b336c,2,nematode infection,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/larva-migrans/larva-migrans63.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlarvamigranslarvamigrans63jpg.jpg,64,4,2,d3e6ca768ec6ea313f6cc5f9725b336c,https://www.dermaamin.com/site/images/clinical-pic/L/larva-migrans/larva-migrans63.jpg
9777,9778,8c1b18a5cdfdbf4f567244ae53f1915a,1,seborrheic dermatitis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/seborrheic-dermatitis/seborrheic-dermatitis49.jpg,httpwwwdermaamincomsiteimagesclinicalpicsseborrheicdermatitisseborrheicdermatitis49jpg.jpg,95,4,2,8c1b18a5cdfdbf4f567244ae53f1915a,https://www.dermaamin.com/site/images/clinical-pic/s/seborrheic-dermatitis/seborrheic-dermatitis49.jpg
3472,3473,22f8312d89ae4d8d71622324508c5410,5,neurofibromatosis,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/n/neurofibromatosis-von-reckling-hausen-syndrome/neurofibromatosis-von-reckling-hausen-syndrome72.jpg,httpwwwdermaamincomsiteimagesclinicalpicnneurofibromatosisvonrecklinghausensyndromeneurofibromatosisvonrecklinghausensyndrome72jpg.jpg,66,3,2,22f8312d89ae4d8d71622324508c5410,https://www.dermaamin.com/site/images/clinical-pic/n/neurofibromatosis-von-reckling-hausen-syndrome/neurofibromatosis-von-reckling-hausen-syndrome72.jpg
10594,10595,74e4d3e1f87a0688a7da7501713ad315,1,lentigo maligna,malignant melanoma,malignant,,https://www.dermaamin.com/site/images/clinical-pic/L/lentigo-maligna/lentigo-maligna59.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlentigomalignalentigomaligna59jpg.jpg,46,8,1,74e4d3e1f87a0688a7da7501713ad315,https://www.dermaamin.com/site/images/clinical-pic/L/lentigo-maligna/lentigo-maligna59.jpg
1299,1299,878b052b0ba545863ce40d749f40d923,2,striae,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/striae-distensae/striae-distensae14.jpg,httpwwwdermaamincomsiteimagesclinicalpicsstriaedistensaestriaedistensae14jpg.jpg,101,4,2,878b052b0ba545863ce40d749f40d923,https://www.dermaamin.com/site/images/clinical-pic/s/striae-distensae/striae-distensae14.jpg
2232,2233,e25472b5d14223c8c46523c8151b2315,1,sarcoidosis,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/d/discoid_le/discoid_le45.jpg,httpwwwdermaamincomsiteimagesclinicalpicddiscoidlediscoidle45jpg.jpg,91,4,2,e25472b5d14223c8c46523c8151b2315,https://www.dermaamin.com/site/images/clinical-pic/d/discoid_le/discoid_le45.jpg
7421,7422,194511509474e8c48891f37c4e4b95bf,3,ehlers danlos syndrome,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/ehlers_danlos_syndrome/ehlers_danlos_syndrome77.jpg,httpwwwdermaamincomsiteimagesclinicalpiceehlersdanlossyndromeehlersdanlossyndrome77jpg.jpg,23,3,2,194511509474e8c48891f37c4e4b95bf,https://www.dermaamin.com/site/images/clinical-pic/e/ehlers_danlos_syndrome/ehlers_danlos_syndrome77.jpg
15187,10833,4dbb4fad384acdcdb70f2fb191036b12,4,behcets disease,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=8637,httpwwwatlasdermatologicocombrimgimageId8637.jpg,11,4,2,4dbb4fad384acdcdb70f2fb191036b12,http://atlasdermatologico.com.br/img?imageId=8637
1895,1895,93e87c71d960fc239064b8864d0ea9dc,2,lichen planus,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus/lichen_planus92.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlichenplanuslichenplanus92jpg.jpg,48,4,2,93e87c71d960fc239064b8864d0ea9dc,https://www.dermaamin.com/site/images/clinical-pic/L/lichen_planus/lichen_planus92.jpg
6841,6842,59b00282fd6d4d371f11cc1f0e3e047e,3,becker nevus,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/b/beckers_nevus/beckers_nevus9.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbeckersnevusbeckersnevus9jpg.jpg,10,0,0,59b00282fd6d4d371f11cc1f0e3e047e,https://www.dermaamin.com/site/images/clinical-pic/b/beckers_nevus/beckers_nevus9.jpg
14658,8556,2808367bf0ddeab2ce4050a24aaab39a,3,lupus erythematosus,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4071,httpwwwatlasdermatologicocombrimgimageId4071.jpg,51,4,2,2808367bf0ddeab2ce4050a24aaab39a,http://atlasdermatologico.com.br/img?imageId=4071
3063,3064,008c8be183aa54af2d29a6f75521ebce,6,lentigo maligna,malignant melanoma,malignant,,https://www.dermaamin.com/site/images/clinical-pic/L/lentigo-maligna/lentigo-maligna18.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlentigomalignalentigomaligna18jpg.jpg,46,8,1,008c8be183aa54af2d29a6f75521ebce,https://www.dermaamin.com/site/images/clinical-pic/L/lentigo-maligna/lentigo-maligna18.jpg
